discipline_title,slug_game,city_host,country_host,continent_host,event_title,event_gender,medal_type,participant_type,participant_title,athlete_url,athlete_full_name,country_name,country_code,country_3_letter_code
Weightlifting,antwerp-1920,Antwerp,Belgium,Europe,60  675kg onetwo hand 3 events lightweight men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/georges-florimond-rooms,Georges Florimond ROOMS,Belgium,BE,BEL
Ice Hockey,antwerp-1920,Antwerp,Belgium,Europe,ice hockey men,Men,GOLD,GameTeam,Canada team,,,Canada,CA,CAN
Ice Hockey,antwerp-1920,Antwerp,Belgium,Europe,ice hockey men,Men,SILVER,GameTeam,United States team,,,United States of America,US,USA
Ice Hockey,antwerp-1920,Antwerp,Belgium,Europe,ice hockey men,Men,BRONZE,GameTeam,Czechoslovakia team,,,Czechoslovakia,CSHH,TCH
Gymnastics Artistic,antwerp-1920,Antwerp,Belgium,Europe,individual all-round men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/giorgio-zampori,Giorgio ZAMPORI,Italy,IT,ITA
Gymnastics Artistic,antwerp-1920,Antwerp,Belgium,Europe,individual all-round men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/marcos-torres,Marcos TORRES,France,FR,FRA
Gymnastics Artistic,antwerp-1920,Antwerp,Belgium,Europe,individual all-round men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/jean-gounot,Jean GOUNOT,France,FR,FRA
Gymnastics Artistic,antwerp-1920,Antwerp,Belgium,Europe,team free system men,Men,GOLD,GameTeam,Denmark team,,,Denmark,DK,DEN
Gymnastics Artistic,antwerp-1920,Antwerp,Belgium,Europe,team free system men,Men,SILVER,GameTeam,Norway team,,,Norway,NO,NOR
Gymnastics Artistic,antwerp-1920,Antwerp,Belgium,Europe,team competition men,Men,GOLD,GameTeam,Italy team,,,Italy,IT,ITA
Gymnastics Artistic,antwerp-1920,Antwerp,Belgium,Europe,team competition men,Men,SILVER,GameTeam,Belgium team,,,Belgium,BE,BEL
Gymnastics Artistic,antwerp-1920,Antwerp,Belgium,Europe,team competition men,Men,BRONZE,GameTeam,France team,,,France,FR,FRA
Gymnastics Artistic,antwerp-1920,Antwerp,Belgium,Europe,team Swedish system men,Men,GOLD,GameTeam,Sweden team,,,Sweden,SE,SWE
Gymnastics Artistic,antwerp-1920,Antwerp,Belgium,Europe,team Swedish system men,Men,SILVER,GameTeam,Denmark team,,,Denmark,DK,DEN
Gymnastics Artistic,antwerp-1920,Antwerp,Belgium,Europe,team Swedish system men,Men,BRONZE,GameTeam,Belgium team,,,Belgium,BE,BEL
Athletics,antwerp-1920,Antwerp,Belgium,Europe,cross country individual men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/paavo-nurmi,Paavo NURMI,Finland,FI,FIN
Athletics,antwerp-1920,Antwerp,Belgium,Europe,cross country individual men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/erik-backman,Erik BACKMAN,Sweden,SE,SWE
Athletics,antwerp-1920,Antwerp,Belgium,Europe,cross country individual men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/heikki-liimatainen,Heikki LIIMATAINEN,Finland,FI,FIN
Athletics,antwerp-1920,Antwerp,Belgium,Europe,56lb weight throw 254kg men,Men,GOLD,Athlete,,,Pat McDonald,United States of America,US,USA
