discipline_title	slug_game	city_host	country_host	continent_host	event_title	event_gender	medal_type	participant_type	participant_title	athlete_url	athlete_full_name	country_name	country_code	country_3_letter_code
Athletics	stockholm-1912	Stockholm	Sweden	Europe	decathlon men	Men	GOLD	Athlete		https://olympics.com/en/athletes/hugo-k-wieslander	Hugo K. WIESLANDER	Sweden	SE	SWE
Athletics	stockholm-1912	Stockholm	Sweden	Europe	decathlon men	Men	SILVER	Athlete		https://olympics.com/en/athletes/charles-lomberg	Charles LOMBERG	Sweden	SE	SWE
Athletics	stockholm-1912	Stockholm	Sweden	Europe	decathlon men	Men	BRONZE	Athlete		https://olympics.com/en/athletes/gosta-holmer	Gösta HOLMER	Sweden	SE	SWE
Athletics	stockholm-1912	Stockholm	Sweden	Europe	high jump men	Men	GOLD	Athlete		https://olympics.com/en/athletes/alma-wilfred-richards	Alma Wilfred RICHARDS	United States of America	US	USA
Athletics	stockholm-1912	Stockholm	Sweden	Europe	high jump men	Men	SILVER	Athlete		https://olympics.com/en/athletes/hans-liesche	Hans LIESCHE	Germany	DE	GER
Athletics	stockholm-1912	Stockholm	Sweden	Europe	high jump men	Men	BRONZE	Athlete		https://olympics.com/en/athletes/george-leslie-horine	George Leslie HORINE	United States of America	US	USA
Athletics	stockholm-1912	Stockholm	Sweden	Europe	high jump standing men	Men	GOLD	Athlete		https://olympics.com/en/athletes/platt-adams	Platt ADAMS	United States of America	US	USA
Athletics	stockholm-1912	Stockholm	Sweden	Europe	high jump standing men	Men	SILVER	Athlete		https://olympics.com/en/athletes/benjamin-w-adams	Benjamin W. ADAMS	United States of America	US	USA
Athletics	stockholm-1912	Stockholm	Sweden	Europe	high jump standing men	Men	BRONZE	Athlete			Kostas Tsiklitiras	Greece	GR	GRE
Athletics	stockholm-1912	Stockholm	Sweden	Europe	long jump men	Men	GOLD	Athlete		https://olympics.com/en/athletes/albert-lovejoy-gutterson	Albert Lovejoy GUTTERSON	United States of America	US	USA
Athletics	stockholm-1912	Stockholm	Sweden	Europe	long jump men	Men	SILVER	Athlete			Cal Bricker	Canada	CA	CAN
Athletics	stockholm-1912	Stockholm	Sweden	Europe	long jump men	Men	BRONZE	Athlete		https://olympics.com/en/athletes/georg-aberg	Georg ABERG	Sweden	SE	SWE
Athletics	stockholm-1912	Stockholm	Sweden	Europe	shot put both hands men	Men	GOLD	Athlete		https://olympics.com/en/athletes/ralph-rose	Ralph ROSE	United States of America	US	USA
Athletics	stockholm-1912	Stockholm	Sweden	Europe	shot put both hands men	Men	SILVER	Athlete			Pat McDonald	United States of America	US	USA
Athletics	stockholm-1912	Stockholm	Sweden	Europe	shot put both hands men	Men	BRONZE	Athlete		https://olympics.com/en/athletes/elmer-konstantin-niklander	Elmer Konstantin NIKLANDER	Finland	FI	FIN
Athletics	stockholm-1912	Stockholm	Sweden	Europe	800m men	Men	GOLD	Athlete		https://olympics.com/en/athletes/ted-meredith	Ted MEREDITH	United States of America	US	USA
Athletics	stockholm-1912	Stockholm	Sweden	Europe	800m men	Men	SILVER	Athlete		https://olympics.com/en/athletes/melvin-sheppard	Melvin SHEPPARD	United States of America	US	USA
Athletics	stockholm-1912	Stockholm	Sweden	Europe	800m men	Men	BRONZE	Athlete		https://olympics.com/en/athletes/ira-nelson-davenport	Ira Nelson DAVENPORT	United States of America	US	USA
Athletics	stockholm-1912	Stockholm	Sweden	Europe	cross country team men	Men	GOLD	GameTeam	Sweden team			Sweden	SE	SWE
Athletics	stockholm-1912	Stockholm	Sweden	Europe	cross country team men	Men	SILVER	GameTeam	Finland team			Finland	FI	FIN
Athletics	stockholm-1912	Stockholm	Sweden	Europe	cross country team men	Men	BRONZE	GameTeam	Great Britain team			Great Britain	GB	GBR
Athletics	stockholm-1912	Stockholm	Sweden	Europe	pole vault men	Men	GOLD	Athlete		https://olympics.com/en/athletes/harry-stoddard-babcock	Harry Stoddard BABCOCK	United States of America	US	USA
Athletics	stockholm-1912	Stockholm	Sweden	Europe	pole vault men	Men	SILVER	Athlete		https://olympics.com/en/athletes/frank-thayer-nelson	Frank Thayer NELSON	United States of America	US	USA
Athletics	stockholm-1912	Stockholm	Sweden	Europe	pole vault men	Men	SILVER	Athlete		https://olympics.com/en/athletes/marc-snowell-wright	Marc Snowell WRIGHT	United States of America	US	USA
Athletics	stockholm-1912	Stockholm	Sweden	Europe	pole vault men	Men	BRONZE	Athlete			William Halpenny	Canada	CA	CAN
Athletics	stockholm-1912	Stockholm	Sweden	Europe	pole vault men	Men	BRONZE	Athlete		https://olympics.com/en/athletes/bertil-uggla	Bertil UGGLA	Sweden	SE	SWE
Athletics	stockholm-1912	Stockholm	Sweden	Europe	pole vault men	Men	BRONZE	Athlete		https://olympics.com/en/athletes/frank-dwyer-murphy	Frank Dwyer MURPHY	United States of America	US	USA
Athletics	stockholm-1912	Stockholm	Sweden	Europe	discus throw both hands men	Men	GOLD	Athlete		https://olympics.com/en/athletes/armas-rudolf-taipale	Armas Rudolf TAIPALE	Finland	FI	FIN
